Store Name,Category,Visitor Review Counts,Blog Review Counts,Address,Rating,Review Texts
아트스시,"초밥,롤",339,105,서울 강남구 테헤란로4길 46 쌍용플래티넘밸류 B125호,N/A,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""가성비가 좋아요""; ""재료가 신선해요""; ""친절해요"""
역전우동0410 강남역태극당점,"우동,소바",1782,106,서울 강남구 테헤란로4길 46 쌍용플레티넘밸류 B107,4.27,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""가성비가 좋아요""; ""친절해요""; ""재료가 신선해요"""
사누키 제면소,"우동,소바",810,382,서울 강남구 강남대로 428 만이빌딩,N/A,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""가성비가 좋아요""; ""친절해요""; ""양이 많아요"""
켄홈 강남2호점,이자카야,101,141,서울 강남구 역삼로1길 18 1층 켄홈,N/A,"""음식이 맛있어요""; ""특별한 메뉴가 있어요""; ""술이 다양해요""; ""친절해요""; ""기본 안주가 좋아요"""
스시도온,"초밥,롤",77,469,서울 서초구 서초대로74길 23 서초트라팰리스 2층 201호,N/A,"""음식이 맛있어요""; ""친절해요""; ""재료가 신선해요""; ""특별한 메뉴가 있어요""; ""매장이 청결해요"""
구레스시,일식당,112,20,서울 강남구 강남대로 390 미진프라자 지하1층,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""매장이 청결해요""; ""친절해요""; ""매장이 넓어요"""
야다이,이자카야,332,125,서울 강남구 테헤란로1길 28-1,4.31,"""음식이 맛있어요""; ""친절해요""; ""대화하기 좋아요""; ""기본 안주가 좋아요""; ""술이 다양해요"""
이자카야 규네,이자카야,117,115,서울 강남구 역삼로5길 21 1층,4.95,"""음식이 맛있어요""; ""기본 안주가 좋아요""; ""친절해요""; ""인테리어가 멋져요""; ""특별한 메뉴가 있어요"""
이태원천상 강남역점,이자카야,145,56,서울 서초구 서초대로74길 23 서초타운트라팰리스 지하1층,4.21,"""음식이 맛있어요""; ""대화하기 좋아요""; ""친절해요""; ""가성비가 좋아요""; ""특별한 메뉴가 있어요"""
편편집 강남역2호점,샤브샤브,282,679,서울 서초구 서초대로77길 37 3층 301호,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""양이 많아요""; ""매장이 넓어요""; ""가성비가 좋아요"""
강남 시소,이자카야,165,69,서울 강남구 역삼로3길 14 B1층,4.36,"""음식이 맛있어요""; ""친절해요""; ""술이 다양해요""; ""인테리어가 멋져요""; ""대화하기 좋아요"""
키라쿠,일식당,6,1,"서울 서초구 서초대로74길 49 2층 208, 209호",N/A,
에도긴,일식당,116,174,"서울 강남구 테헤란로8길 30 2,3층",4.31,"""음식이 맛있어요""; ""친절해요""; ""재료가 신선해요""; ""단체모임 하기 좋아요""; ""양이 많아요"""
선향정샤브샤브 강남2호점,샤브샤브,320,81,서울 강남구 역삼로1길 19,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""가성비가 좋아요""; ""양이 많아요""; ""혼밥하기 좋아요"""
샤브명가,샤브샤브,23,30,서울 강남구 테헤란로4길 46 지하1층 제비상가 111호,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""혼밥하기 좋아요""; ""건강한 맛이에요""; ""친절해요"""
미소야 강남역1호점,돈가스,581,88,서울 강남구 테헤란로4길 33,4.31,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""친절해요""; ""양이 많아요""; ""가성비가 좋아요"""
이자카야 신조,이자카야,421,212,서울 강남구 강남대로84길 33 대우 디오빌플러스 B101호,4.35,"""음식이 맛있어요""; ""술이 다양해요""; ""가성비가 좋아요""; ""대화하기 좋아요""; ""친절해요"""
이자카야 열,이자카야,237,2180,서울 서초구 강남대로 345 2층,4.35,"""음식이 맛있어요""; ""특별한 메뉴가 있어요""; ""대화하기 좋아요""; ""기본 안주가 좋아요""; ""술이 다양해요"""
생마차 강남역점,이자카야,38,25,서울 서초구 서초대로77길 37 201호 생마차 강남역점,N/A,"""음식이 맛있어요""; ""가성비가 좋아요""; ""기본 안주가 좋아요""; ""인테리어가 멋져요""; ""대화하기 좋아요"""
시선 강남2호점,이자카야,30,9,서울 강남구 테헤란로1길 25 지상1층,N/A,"""음식이 맛있어요""; ""가성비가 좋아요""; ""인테리어가 멋져요""; ""술이 다양해요""; ""기본 안주가 좋아요"""
켄홈 1호점,이자카야,97,250,서울 강남구 역삼로 109 SK허브젠 1층 104호 켄홈1991,4.75,"""음식이 맛있어요""; ""특별한 메뉴가 있어요""; ""혼술하기 좋아요""; ""친절해요""; ""대화하기 좋아요"""
사보텐 신논현점,돈가스,837,146,서울 서초구 서초대로77길 62 강남역 IPARK 1층 (서울특별시 서초구 서초동 1303-16),4.37,"""음식이 맛있어요""; ""재료가 신선해요""; ""친절해요""; ""혼밥하기 좋아요""; ""매장이 청결해요"""
오니기리와이규동 강남역점,오니기리,276,72,서울 서초구 강남대로 375 서초현대타워아파트,4.27,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""가성비가 좋아요""; ""친절해요""; ""재료가 신선해요"""
이천밥쌤 강남역점,덮밥,246,73,서울 서초구 서초대로77길 3 아라타워 1층 123호,N/A,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""가성비가 좋아요""; ""재료가 신선해요""; ""양이 많아요"""
동방제일수산 강남역점,이자카야,111,885,"서울 서초구 서초대로73길 42 제101호, 102호, 103호",N/A,"""음식이 맛있어요""; ""기본 안주가 좋아요""; ""인테리어가 멋져요""; ""특별한 메뉴가 있어요""; ""술이 다양해요"""
메차쿠차 강남역점,돈가스,117,22,서울 서초구 강남대로69길 11 삼미빌딩,4.04,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""가성비가 좋아요""; ""친절해요""; ""특별한 메뉴가 있어요"""
코코이찌방야 강남역점,카레,81,10,"서울 강남구 테헤란로4길 46 지하1층 132, 133호",N/A,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""매장이 넓어요""; ""친절해요""; ""매장이 청결해요"""
니쿠니쿠,일식당,16,3,서울 강남구 강남대로84길 15 지하1층 B109호,N/A,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""재료가 신선해요""; ""친절해요""; ""양이 많아요"""
홈인샤브 강남점,샤브샤브,13,N/A,서울 강남구 강남대로94길 28,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""가성비가 좋아요""; ""친절해요""; ""양이 많아요"""
사보텐 아워홈빌딩점,돈가스,640,192,서울 강남구 역삼로 115 서정빌딩 1층,4.2,"""음식이 맛있어요""; ""매장이 넓어요""; ""친절해요""; ""재료가 신선해요""; ""양이 많아요"""
아사카,이자카야,135,59,서울 서초구 강남대로 359 대우도씨에빛2,4.04,"""음식이 맛있어요""; ""술이 다양해요""; ""기본 안주가 좋아요""; ""대화하기 좋아요""; ""친절해요"""
오양민돈까스 서초점,돈가스,508,42,서울 서초구 서운로 138 서초동아타워 105호,4.35,"""음식이 맛있어요""; ""양이 많아요""; ""혼밥하기 좋아요""; ""가성비가 좋아요""; ""친절해요"""
테이킷스시 딜리버리 강남역점,"초밥,롤",N/A,5,서울 서초구 서운로 138 지하1층 주방10호,N/A,
